CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR
283398,HP50SE 115,"Unst, Vinstrict",Farmstead (Norse)(Possible),457270,1203980,SHETLAND ISLANDS,SHETLAND,UNST,HP 5727 0398
283399,HP50SE 116,"Unst, Vigga",Farmstead(S) (Norse)(Possible),456538,1204144,SHETLAND ISLANDS,SHETLAND,UNST,HP 56538 04144
283400,HP60SW 67,"Unst, Brecknagarth","Farmstead (Norse)(Possible), Planticrub (Period Unassigned)",461318,1201724,SHETLAND ISLANDS,SHETLAND,UNST,HP 61318 01724
283401,HP50SE 117,"Unst, Winbat",Farmstead (Norse),458250,1200800,SHETLAND ISLANDS,SHETLAND,UNST,HP 5825 0080
283402,HP50SE 118,"Unst, Winbat",Farmstead (Norse),458300,1200750,SHETLAND ISLANDS,SHETLAND,UNST,HP 5830 0075
283403,HP50SE 119,"Unst, Middleton",Farmstead (Norse),459903,1201614,SHETLAND ISLANDS,SHETLAND,UNST,HP 59903 01614
283405,HP60SW 68,"Unst, Mailand",Structure (Period Unassigned),460598,1201712,SHETLAND ISLANDS,SHETLAND,UNST,HP 60598 01712
283422,HP60SW 69,"Unst, Knowe Of Houlligarth","Building(S) (Period Unassigned), Farmstead (Norse)",461472,1202382,SHETLAND ISLANDS,SHETLAND,UNST,HP 61472 02382
283423,HP60SW 70,"Unst, Hostnigarth",Farmstead (Norse),461250,1202250,SHETLAND ISLANDS,SHETLAND,UNST,HP 6125 0225
283425,HU59NE 22,"Unst, Wester Heogland",Farmstead (Norse),457530,1199970,SHETLAND ISLANDS,SHETLAND,UNST,HU 5753 9997
283426,HP50SE 120,"Unst, Stembelshoull",Farmstead (Norse),458620,1200700,SHETLAND ISLANDS,SHETLAND,UNST,HP 5862 0070
283887,HP61SW 118,"Unst, Brookpoint",No Class (Event),463420,1211940,SHETLAND ISLANDS,SHETLAND,UNST,HP 6342 1194
305793,HP60NW 99,"Unst, Upswall",Broch (Iron Age)(Possible),464020,1207670,SHETLAND ISLANDS,SHETLAND,UNST,HP 6402 0767
306015,HP60NW 100,Hamar Geo,Buoy (20th Century),464100,1209100,SHETLAND ISLANDS,SHETLAND,UNST,HP 641 091
312243,HP60SW 123,"Unst, Knowe Of Houlligarth","Farmstead (Period Unassigned), Midden (Period Unassigned)(Possible)",461466,1202302,SHETLAND ISLANDS,SHETLAND,UNST,HP 61466 02302
312245,HP60SW 125,"Unst, Knowe Of Houlligarth",Farmstead (Period Unassigned),461485,1202337,SHETLAND ISLANDS,SHETLAND,UNST,HP 61485 02337
312254,HP60SW 127,"Unst, Knowe Of Houlligarth",Farmstead (Period Unassigned),461487,1202367,SHETLAND ISLANDS,SHETLAND,UNST,HP 61487 02367
313089,HP60SW 129,"Unst, Knowe Of Houlligarth","Farmstead (Period Unassigned), Planticrub (Period Unassigned)(Possible)",461530,1202365,SHETLAND ISLANDS,SHETLAND,UNST,HP 61530 02365
313098,HP60SW 139,"Unst, Vatnagarth",Farmstead (Period Unassigned),461094,1203001,SHETLAND ISLANDS,SHETLAND,UNST,HP 61094 03001
313099,HP51SE 25,"Unst, Petester",Farmstead (Period Unassigned),459460,1212050,SHETLAND ISLANDS,SHETLAND,UNST,HP 5946 1205
313100,HP60SW 145,"Unst, Trampmires",Farmstead (Period Unassigned),460814,1203125,SHETLAND ISLANDS,SHETLAND,UNST,HP 60814 03125
313101,HP60NW 101,"Unst, Brough",Farmstead (Period Unassigned),463230,1205030,SHETLAND ISLANDS,SHETLAND,UNST,HP 6323 0503
313112,HP61SW 124,"Unst, Spoull",Farmstead (Period Unassigned),463014,1211713,SHETLAND ISLANDS,SHETLAND,UNST,HP 63014 11713
313113,HP50SE 123,"Unst, Voeside","Farmstead (Period Unassigned), Storehouse (Period Unassigned)",456350,1201800,SHETLAND ISLANDS,SHETLAND,UNST,HP 5635 0180
313114,HP60SW 140,"Unst, Burral",Farmstead (Period Unassigned),461100,1203751,SHETLAND ISLANDS,SHETLAND,UNST,HP 61100 03751
313115,HP50SE 124,"Unst, Kirkamires",Farmstead (Period Unassigned),457470,1204170,SHETLAND ISLANDS,SHETLAND,UNST,HP 5747 0417
313116,HP50SE 125,"Unst, Middleton",Farmstead (Period Unassigned),457570,1204110,SHETLAND ISLANDS,SHETLAND,UNST,HP 5757 0411
313117,HP51SE 24,"Unst, Petester",Farmstead (Period Unassigned),459450,1212170,SHETLAND ISLANDS,SHETLAND,UNST,HP 5945 1217
313118,HP51SE 26,"Unst, Petester",Farmstead (Period Unassigned),459510,1212140,SHETLAND ISLANDS,SHETLAND,UNST,HP 5951 1214
313119,HP60SW 141,"Unst, Ham Booth",Farmstead (Period Unassigned),463480,1201455,SHETLAND ISLANDS,SHETLAND,UNST,HP 63480 01455
313120,HP50SE 126,"Unst, Hoganess",Farmstead (Period Unassigned),457970,1200670,SHETLAND ISLANDS,SHETLAND,UNST,HP 5797 0067
313121,HP60SW 142,"Unst, Loch Of Vatnagarth",Building (Prehistoric),461167,1202745,SHETLAND ISLANDS,SHETLAND,UNST,HP 61167 02745
313122,HP50NE 63,"Unst, Bool",Farmstead (Period Unassigned),458201,1207219,SHETLAND ISLANDS,SHETLAND,UNST,HP 58201 07219
313123,HP50NE 64,"Unst, Scarpa",Farmstead (Period Unassigned),457972,1207329,SHETLAND ISLANDS,SHETLAND,UNST,HP 57972 07329
313124,HP50NE 65,"Unst, Quoy",Farmstead (Period Unassigned),456900,1206560,SHETLAND ISLANDS,SHETLAND,UNST,HP 5690 0656
313125,HP60SW 143,"Unst, Ludhouse",Farmstead (Period Unassigned),462230,1204760,SHETLAND ISLANDS,SHETLAND,UNST,HP 6223 0476
313126,HP60SW 144,"Unst, Colvadale, Middleton",Farmstead (Period Unassigned),462369,1204838,SHETLAND ISLANDS,SHETLAND,UNST,HP 62369 04838
313129,HP60SW 146,"Unst, Colvadale, Gardin",Farmstead (Period Unassigned),462270,1204890,SHETLAND ISLANDS,SHETLAND,UNST,HP 6227 0489
313130,HP60SW 147,"Unst, Old Virse",Farmstead (Period Unassigned),461840,1204540,SHETLAND ISLANDS,SHETLAND,UNST,HP 6184 0454
313131,HP60SW 148,"Unst, Ham Booth",Planticrub(S) (Period Unassigned),463453,1201555,SHETLAND ISLANDS,SHETLAND,UNST,HP 63453 01555
313132,HP60SW 149,"Unst, Geos",Farmstead (Period Unassigned),462808,1201811,SHETLAND ISLANDS,SHETLAND,UNST,HP 62808 01811
313133,HP60NW 102,"Unst, Gudon",Farmstead (Period Unassigned),460200,1206230,SHETLAND ISLANDS,SHETLAND,UNST,HP 6020 0623
313134,HP50SE 127,"Unst, Snabrough, Westerhouse",Farmstead (Period Unassigned),456890,1203000,SHETLAND ISLANDS,SHETLAND,UNST,HP 5689 0300
313137,HP50NE 66,"Unst, The Kiln",Farmstead (Period Unassigned),457738,1205727,SHETLAND ISLANDS,SHETLAND,UNST,HP 57738 05727
313138,HP60SW 150,"Unst, Colvadale, Middleton",Farmstead (Period Unassigned),462475,1204915,SHETLAND ISLANDS,SHETLAND,UNST,HP 62475 04915
313139,HP50SE 130,"Unst, Gardin",Farmstead (Period Unassigned),457290,1202400,SHETLAND ISLANDS,SHETLAND,UNST,HP 5729 0240
313142,HP50SE 128,"Unst, Blyth Houll",Farmstead (Period Unassigned),457000,1203400,SHETLAND ISLANDS,SHETLAND,UNST,HP 57000 03400
313149,HP50SE 129,"Unst, Breck",Farmstead (Period Unassigned),456800,1202200,SHETLAND ISLANDS,SHETLAND,UNST,HP 568 022
313150,HP50SE 131,"Unst, Lund",Farmstead (Period Unassigned),456900,1203700,SHETLAND ISLANDS,SHETLAND,UNST,HP 56900 03700
313151,HP50SE 132,"Unst, Wick",Farmstead (Period Unassigned),456782,1203603,SHETLAND ISLANDS,SHETLAND,UNST,HP 56782 03603
330253,HP50SE 141,"Unst, Freckles Geo","Dyke (Period Unassigned), Rampart (Post Medieval)(Possible)",455941,1204300,SHETLAND ISLANDS,SHETLAND,UNST,HP 55941 04300
330254,HP50SE 142,"Unst, Vigga",Farmstead (Norse)(Possible),456500,1204200,SHETLAND ISLANDS,SHETLAND,UNST,HP 56500 04200
7,HP50NE 1,"Unst, Watlee","Chambered Cairn (Neolithic), Enclosure (Period Unassigned)",459721,1205073,SHETLAND ISLANDS,SHETLAND,UNST,HP 59721 05073
8,HP50NE 10,"Unst, West Scrafield",Souterrain (Prehistoric),459800,1209400,SHETLAND ISLANDS,SHETLAND,UNST,HP 598 094
9,HP50NE 11,"Unst, Westing, Norse Mill",Horizontal Mill (Period Unassigned),457181,1205681,SHETLAND ISLANDS,SHETLAND,UNST,HP 57181 05681
10,HP50NE 2,"Unst, Westing, Kirkaby Church","Broch (Iron Age)(Possible), Burial Ground (Period Unassigned)(Possible), Church (Period Unassigned), Enclosure (Period Unassigned), Site (Period Unassigned)",456650,1206400,SHETLAND ISLANDS,SHETLAND,UNST,HP 5665 0640
11,HP50NE 3,"Unst, Brough Holm",Broch (Iron Age),456560,1205840,SHETLAND ISLANDS,SHETLAND,UNST,HP 5656 0584
12,HP50NE 4,"Unst, Shadow Cottage, Westing",Farmstead (Norse),457570,1206110,SHETLAND ISLANDS,SHETLAND,UNST,HP 5757 0611
13,HP50NE 5,"Unst, Bighton, Westing",Farmstead (Norse),457520,1205610,SHETLAND ISLANDS,SHETLAND,UNST,HP 5752 0561
14,HP50NE 6,"Unst, Westing, Kirk-knowe","Burial Ground (Period Unassigned), Chapel (Period Unassigned)",457210,1205660,SHETLAND ISLANDS,SHETLAND,UNST,HP 5721 0566
15,HP50NE 7,"Unst, Tafts Of Coppister","Findspot (19th Century), Cinerary Urn(S)",457160,1205110,SHETLAND ISLANDS,SHETLAND,UNST,HP 5716 0511
16,HP50NE 8,"Unst, Tafts Of Coppister",Farmstead (Norse),457080,1205010,SHETLAND ISLANDS,SHETLAND,UNST,HP 5708 0501
17,HP50NE 9,"Unst, Loch Of Watlee",Souterrain (Prehistoric),459250,1205830,SHETLAND ISLANDS,SHETLAND,UNST,HP 5925 0583
29,HP50SE 10,"Unst, Loch Of Stourhoull","Cairn (Period Unassigned)(Possible), Standing Stone (Prehistoric)",457680,1203083,SHETLAND ISLANDS,SHETLAND,UNST,HP 57680 03083
30,HP50SE 11,"Unst, Gunnister",Standing Stone (Prehistoric),458410,1204110,SHETLAND ISLANDS,SHETLAND,UNST,HP 5841 0411
32,HP50SE 13,"Unst, Underhoull","Cist(S) (Period Unassigned), Dyke (Period Unassigned)",457500,1204500,SHETLAND ISLANDS,SHETLAND,UNST,HP 575 045
33,HP50SE 14,"Unst, Underhoull, North House","Burnt Mound (Prehistoric), Polished Axehead (Stone)",457980,1204220,SHETLAND ISLANDS,SHETLAND,UNST,HP 5798 0422
34,HP50SE 15,"Unst, Pund Of Gallowmill",Cairn (Period Unassigned),457510,1200580,SHETLAND ISLANDS,SHETLAND,UNST,HP 5751 0058
35,HP50SE 16,"Unst, Knowe Of Scolla",Cairn (Period Unassigned)(Possible),458390,1204080,SHETLAND ISLANDS,SHETLAND,UNST,HP 5839 0408
36,HP50SE 17,"Unst, Gallow Hill",Chambered Cairn (Neolithic),457180,1200200,SHETLAND ISLANDS,SHETLAND,UNST,HP 5718 0020
37,HP50SE 18,"Unst, Blue Mull",Mound(S) (Period Unassigned)(Possible),455700,1204600,SHETLAND ISLANDS,SHETLAND,UNST,HP 55700 04600
38,HP50SE 19,"Unst, Blue Mull","Monastery (Period Unassigned)(Possible), Structure(S) (Period Unassigned)",455832,1204234,SHETLAND ISLANDS,SHETLAND,UNST,HP 55832 04234
40,HP50SE 20,"Unst, Underhoull","Burnt Mound (Prehistoric), Quern(S), Vessel(S) (Steatite)",457670,1204320,SHETLAND ISLANDS,SHETLAND,UNST,HP 5767 0432
41,HP50SE 21,"Unst, Hamarberg","Rock Carving (Period Unassigned), Ting (Viking)(Possible)",458840,1203910,SHETLAND ISLANDS,SHETLAND,UNST,HP 5884 0391
42,HP50SE 22,"Unst, Snarravoe","Findspot (20th Century), Pendant, Polished Knife, Spindle Whorl",456900,1202000,SHETLAND ISLANDS,SHETLAND,UNST,HP 569 020
44,HP50SE 24,"Unst, Snarra Voe",Cairn(S) (Period Unassigned)(Possible),456500,1201900,SHETLAND ISLANDS,SHETLAND,UNST,HP 565 019
45,HP50SE 25,"Unst, Uyeasound",Broch (Iron Age),459300,1201040,SHETLAND ISLANDS,SHETLAND,UNST,HP 5930 0104
47,HP50SE 27,"Unst, Belmont",Standing Stone(S) (Prehistoric),456760,1200890,SHETLAND ISLANDS,SHETLAND,UNST,HP 5676 0089
48,HP50SE 28,"Unst, Kame Of Cruss",Barrow (Prehistoric)(Possible),457140,1204700,SHETLAND ISLANDS,SHETLAND,UNST,HP 5714 0470
50,HP50SE 3,"Unst, Hoga Ness",Broch (Iron Age),455780,1200520,SHETLAND ISLANDS,SHETLAND,UNST,HP 5578 0052
51,HP50SE 30,"Unst, Crossquoy",Enclosure(S) (Period Unassigned),456460,1202010,SHETLAND ISLANDS,SHETLAND,UNST,HP 5646 0201
52,HP50SE 31,"Unst, Loch Of Snabrough",Cairn(S) (Period Unassigned),456930,1202430,SHETLAND ISLANDS,SHETLAND,UNST,HP 5693 0243
53,HP50SE 32,"Unst, Underhoull",Farmstead (Norse),457550,1204440,SHETLAND ISLANDS,SHETLAND,UNST,HP 5755 0444
54,HP50SE 33,"Unst, Loomi Shun",Settlement (Neol/bronze Age),457540,1202600,SHETLAND ISLANDS,SHETLAND,UNST,HP 5754 0260
55,HP50SE 34,"Unst, Uyeasound, Harbour",Harbour (18th Century),459270,1201050,SHETLAND ISLANDS,SHETLAND,UNST,HP 5927 0105
56,HP50SE 35,"Unst, Wick",Structure (Period Unassigned),456470,1203640,SHETLAND ISLANDS,SHETLAND,UNST,HP 56470 03640
57,HP50SE 36,"Unst, Belmont",Site (Period Unassigned),456780,1200820,SHETLAND ISLANDS,SHETLAND,UNST,HP 5678 0082
58,HP50SE 37,"Unst, Snabrough Pund","Building (Period Unassigned), Enclosure(S) (Period Unassigned), Structure (Period Unassigned)(Possible)",457830,1202220,SHETLAND ISLANDS,SHETLAND,UNST,HP 5783 0222
60,HP50SE 390,"Unst, Belmont House",House (Period Unassigned),456497,1200935,SHETLAND ISLANDS,SHETLAND,UNST,HP 56497 00935
61,HP50SE 4,"Unst, Snarravoe",Settlement (Neol/bronze Age),456880,1202340,SHETLAND ISLANDS,SHETLAND,UNST,HP 5688 0234
62,HP50SE 40,"Unst, Uyeasound, Greenwell's Booth",Storehouse (17th Century),459201,1201081,SHETLAND ISLANDS,SHETLAND,UNST,HP 59201 01081
63,HP50SE 5,"Unst, Gletna Kirk","Building, Chapel (Period Unassigned)(Possible)",459232,1202059,SHETLAND ISLANDS,SHETLAND,UNST,HP 59232 02059
65,HP50SE 7,"Unst, Loch Of Belmont",Cist(S) (Period Unassigned),456000,1200700,SHETLAND ISLANDS,SHETLAND,UNST,HP 560 007
66,HP50SE 8,"Unst, Loch Of Snabrough",Broch (Iron Age),456820,1202700,SHETLAND ISLANDS,SHETLAND,UNST,HP 5682 0270
85,HP51SE 2,"Unst, Baliasta","Broch (Iron Age)(Possible), Sheepfold (Period Unassigned)",459597,1210300,SHETLAND ISLANDS,SHETLAND,UNST,HP 59597 10300
86,HP51SE 3,"Unst, Dale Of Woodwick",Structure (Period Unassigned),458617,1210941,SHETLAND ISLANDS,SHETLAND,UNST,HP 58617 10941
92,HP60NW 1,Unst,Grave (Viking),460000,1200000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6 0
94,HP60NW 11,"Unst, Helliers Water",Structure (Period Unassigned),460880,1205080,SHETLAND ISLANDS,SHETLAND,UNST,HP 6088 0508
95,HP60NW 12,"Unst, Baltasound, Buness House",Lairds House (17th Century),462867,1209004,SHETLAND ISLANDS,SHETLAND,UNST,HP 62867 09004
96,HP60NW 132,"Unst, Baltasound, Pier, Electric Crane",Crane (Period Unassigned),463400,1209000,SHETLAND ISLANDS,SHETLAND,UNST,HP 634 090
97,HP60NW 14,"Unst, Baliasta","Findspot (20th Century), Pendant (Stone), Perforated Object (Stone)",460000,1209000,SHETLAND ISLANDS,SHETLAND,UNST,HP 60 09
98,HP60NW 15,"Unst, Balta Sound",Ring (Stone),464000,1208000,SHETLAND ISLANDS,SHETLAND,UNST,HP 64 08
99,HP60NW 16,Unst,Beaker,460000,1200000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6 0
101,HP60NW 2,"Unst, Hill Of Caldback",Chambered Cairn (Neolithic),460810,1206680,SHETLAND ISLANDS,SHETLAND,UNST,HP 6081 0668
102,HP60NW 3,Unst,"Findspot (20th Century), Club (Weapon), Dish, Hammerstone, Vessel(S)",460000,1200000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6 0
104,HP60NW 5,"Unst, Baliasta, Brough",Broch (Iron Age)(Possible),460320,1209800,SHETLAND ISLANDS,SHETLAND,UNST,HP 6032 0980
106,HP60NW 7,Unst,"Findspot (20th Century), Coin (Roman)",460000,1209000,SHETLAND ISLANDS,SHETLAND,UNST,HP 60 09
107,HP60NW 8,"Unst, Baltasound, Pier",Pier (Period Unassigned),462990,1209000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6299 0900
109,HP60SW 1,"Unst, Sandwick",Weight (Stone),461000,1202000,SHETLAND ISLANDS,SHETLAND,UNST,HP 61 02
110,HP60SW 10,"Unst, Murrister",Burnt Mound (Prehistoric),460900,1201400,SHETLAND ISLANDS,SHETLAND,UNST,HP 609 014
111,HP60SW 11,"Unst, Mailand",Burnt Mound (Prehistoric),460683,1201457,SHETLAND ISLANDS,SHETLAND,UNST,HP 60683 01457
112,HP60SW 12,"Unst, Sandwick",Midden (Period Unassigned),461000,1202000,SHETLAND ISLANDS,SHETLAND,UNST,HP 61 02
113,HP60SW 13,"Unst, Knowe Of Hoversta",Cairn (Period Unassigned),460800,1202310,SHETLAND ISLANDS,SHETLAND,UNST,HP 6080 0231
114,HP60SW 14,"Unst, Sandwick",Broch (Iron Age),461000,1202000,SHETLAND ISLANDS,SHETLAND,UNST,HP 61 02
116,HP60SW 16,"Unst, Brough Taing",Broch (Iron Age),463250,1204850,SHETLAND ISLANDS,SHETLAND,UNST,HP 6325 0485
117,HP60SW 17,"Unst, Sobul",Cairn (Period Unassigned),460207,1203669,SHETLAND ISLANDS,SHETLAND,UNST,HP 60207 03669
118,HP60SW 18,"Unst, Conisgarth",House (Neol/bronze Age),462014,1204568,SHETLAND ISLANDS,SHETLAND,UNST,HP 62014 04568
119,HP60SW 19,"Unst, Housigarth","Farmstead (Period Unassigned), Midden (Period Unassigned)(Possible), Sheep Shelter (Period Unassigned), Lithic Implement(S) (Stone), Unidentified Pottery",461325,1201973,SHETLAND ISLANDS,SHETLAND,UNST,HP 61325 01973
121,HP60SW 20,"Unst, Blue Geos","Building(S) (Prehistoric), Midden (Period Unassigned), Unidentified Pottery (Iron Age)",462810,1204925,SHETLAND ISLANDS,SHETLAND,UNST,HP 62810 04925
122,HP60SW 21,"Unst, Colvadale",Farmstead (Norse),462391,1204628,SHETLAND ISLANDS,SHETLAND,UNST,HP 62391 04628
123,HP60SW 22,"Unst, Mailand",Souterrain (Prehistoric),460560,1201710,SHETLAND ISLANDS,SHETLAND,UNST,HP 6056 0171
124,HP60SW 23,"Unst, Wick Of Smirgirt","Structure (Period Unassigned), Unidentified Pottery (Iron Age)",461970,1203050,SHETLAND ISLANDS,SHETLAND,UNST,HP 6197 0305
125,HP60SW 24,"Unst, Framgord",House (Norse),461873,1202956,SHETLAND ISLANDS,SHETLAND,UNST,HP 61873 02956
127,HP60SW 26,"Unst, Sandwick","Bead (Viking), Implement(S) (Bone)(Viking), Knife, Lamp (Viking), Needle(S) (Viking), Pin(S) (Viking), Ring (Viking), Spindle Whorl(S) (Viking), Whetstone (Viking)",461000,1202000,SHETLAND ISLANDS,SHETLAND,UNST,HP 61 02
129,HP60SW 28,"Unst, Sobul",Settlement (Period Unassigned)(Possible),460300,1204590,SHETLAND ISLANDS,SHETLAND,UNST,HP 6030 0459
130,HP60SW 29,"Unst, Clivocast",Axehead (Stone),460200,1200700,SHETLAND ISLANDS,SHETLAND,UNST,HP 602 007
131,HP60SW 3,"Unst, Sandwick, Framgord Chapel And Cemetery","Burial Ground (Period Unassigned), Cemetery (Period Unassigned), Chapel (Period Unassigned), Cross Slab (Early Medieval)",461912,1202908,SHETLAND ISLANDS,SHETLAND,UNST,HP 61912 02908
133,HP60SW 31,"Unst, Muness Castle",Mound (Period Unassigned),462957,1201134,SHETLAND ISLANDS,SHETLAND,UNST,HP 62957 01134
134,HP60SW 32,"Unst, Sobul",Enclosure (Period Unassigned),460331,1203984,SHETLAND ISLANDS,SHETLAND,UNST,HP 60331 03984
136,HP60SW 4,"Unst, Colvadale","Burial Ground (Period Unassigned), Chapel (Period Unassigned)",462200,1204510,SHETLAND ISLANDS,SHETLAND,UNST,HP 6220 0451
137,HP60SW 5,"Unst, Uyea Breck",Standing Stone (Prehistoric),460610,1200710,SHETLAND ISLANDS,SHETLAND,UNST,HP 6061 0071
138,HP60SW 6,"Unst, Clivocast",Standing Stone (Prehistoric),460440,1200550,SHETLAND ISLANDS,SHETLAND,UNST,HP 6044 0055
139,HP60SW 7,"Unst, Lee Of Clivocast","Cremation (Period Unassigned), Inhumation (Period Unassigned)(Possible), Armour",460420,1200530,SHETLAND ISLANDS,SHETLAND,UNST,HP 6042 0053
140,HP60SW 8,"Unst, Sobul","Cairn (Period Unassigned), Chambered Cairn (Neolithic)",460272,1203636,SHETLAND ISLANDS,SHETLAND,UNST,HP 60272 03636
143,HP61NE 2,"Unst, Skaw",Site (Period Unassigned),465730,1216330,SHETLAND ISLANDS,SHETLAND,UNST,HP 6573 1633
144,HP61NE 3,"Unst, The Garths",Cairn (Period Unassigned),466380,1215540,SHETLAND ISLANDS,SHETLAND,UNST,HP 6638 1554
145,HP61NW 1,"Unst, Ward Of Norwick, East",Chambered Cairn (Neolithic)(Possible),464920,1215300,SHETLAND ISLANDS,SHETLAND,UNST,HP 6492 1530
146,HP61NW 2,"Unst, Ward Of Norwick, West",Chambered Cairn (Neolithic)(Possible),464850,1215430,SHETLAND ISLANDS,SHETLAND,UNST,HP 6485 1543
147,HP61NW 3,"Unst, Saxa Vord",Cairn(S) (Period Unassigned),463100,1216600,SHETLAND ISLANDS,SHETLAND,UNST,HP 631 166
152,HP61SE 3,"Unst, Hill Of Clibberswick",Cairn (Period Unassigned),466230,1212670,SHETLAND ISLANDS,SHETLAND,UNST,HP 6623 1267
153,HP61SE 4,"Unst, Hill Of Clibberswick","Cairn (Period Unassigned)(Possible), Field System (Period Unassigned)(Possible), Settlement (Period Unassigned)(Possible)",465965,1212240,SHETLAND ISLANDS,SHETLAND,UNST,HP 65965 12240
154,HP61SE 5,"Unst, Clibberswick, Cross Kirk",Church (Period Unassigned),465030,1212100,SHETLAND ISLANDS,SHETLAND,UNST,HP 6503 1210
156,HP61SE 7,"Unst, Burgar",Stack Site (Period Unassigned),466160,1214000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6616 1400
157,HP61SW 1,"Unst, Clibberswick",Grave (Viking),464820,1212380,SHETLAND ISLANDS,SHETLAND,UNST,HP 6482 1238
158,HP61SW 10,"Unst, Burra Firth, Burgar Stack",Broch (Iron Age),461090,1214360,SHETLAND ISLANDS,SHETLAND,UNST,HP 6109 1436
159,HP61SW 11,"Unst, Little Heog",Cairn (Period Unassigned),463630,1210910,SHETLAND ISLANDS,SHETLAND,UNST,HP 6363 1091
160,HP61SW 12,"Unst, Muckle Heog East",Chambered Cairn (Neolithic),463150,1210810,SHETLAND ISLANDS,SHETLAND,UNST,HP 6315 1081
164,HP61SW 16,"Unst, Loch Of Cliff",Cairn (Period Unassigned),460570,1213460,SHETLAND ISLANDS,SHETLAND,UNST,HP 6057 1346
165,HP61SW 17,"Unst, Ungirsta",Souterrain (Prehistoric),463100,1213220,SHETLAND ISLANDS,SHETLAND,UNST,HP 6310 1322
170,HP61SW 21,"Unst, Hagdale","House (Norse), Settlement (Period Unassigned), Unidentified Pottery (Iron Age)",464200,1210300,SHETLAND ISLANDS,SHETLAND,UNST,HP 642 103
171,HP61SW 22,"Unst, Cliff","Building (Period Unassigned), Dyke(S) (Period Unassigned)",460000,1211000,SHETLAND ISLANDS,SHETLAND,UNST,HP 60 11
172,HP61SW 23,"Unst, Crussa Field",Mound (Period Unassigned),461660,1211000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6166 1100
173,HP61SW 24,"Unst, Cliff","Enclosure (Period Unassigned), Structure (Period Unassigned)",460800,1211300,SHETLAND ISLANDS,SHETLAND,UNST,HP 608 113
174,HP61SW 25,"Unst, Gardie",Building (Period Unassigned)(Possible),463090,1212360,SHETLAND ISLANDS,SHETLAND,UNST,HP 6309 1236
176,HP61SW 27,"Unst, Gardie, Norse Mill",Horizontal Mill (Period Unassigned),462870,1212050,SHETLAND ISLANDS,SHETLAND,UNST,HP 6287 1205
177,HP61SW 28,"Unst, Haroldswick, Norse Mills",Horizontal Mill(S) (Period Unassigned),464420,1212530,SHETLAND ISLANDS,SHETLAND,UNST,HP 6442 1253
179,HP61SW 3,"Unst, Haroldswick, Chapel And Burial-ground","Burial Ground (Period Unassigned), Chapel (Period Unassigned)",463570,1212680,SHETLAND ISLANDS,SHETLAND,UNST,HP 6357 1268
180,HP61SW 30,"Unst, Haroldswick",Cup (Viking),463000,1212000,SHETLAND ISLANDS,SHETLAND,UNST,HP 63 12
181,HP61SW 310,"Unst, Hagdale, Chromate Quarry",Chromate Quarry (19-20th Century),463957,1210250,SHETLAND ISLANDS,SHETLAND,UNST,HP 63957 10250
182,HP61SW 32,"Unst, Haroldswick, Hand Winch",Winch (Period Unassigned),464100,1212400,SHETLAND ISLANDS,SHETLAND,UNST,HP 641 124
183,HP61SW 33,"Unst, Haroldswick, Hand Winch",Winch (Period Unassigned),463500,1211900,SHETLAND ISLANDS,SHETLAND,UNST,HP 635 119
184,HP61SW 34,"Unst, Haroldswick","Corn Drying Kiln (Period Unassigned)(Possible), Pot (Iron)",463900,1212400,SHETLAND ISLANDS,SHETLAND,UNST,HP 639 124
187,HP61SW 5,"Unst, Crussa Field, Rounds Of Tivla",Cairn(S) (Period Unassigned),461530,1210840,SHETLAND ISLANDS,SHETLAND,UNST,HP 6153 1084
188,HP61SW 6,"Unst, Crussa Field, Rounds Of Tivla",Cairn (Period Unassigned)(Possible),461470,1210810,SHETLAND ISLANDS,SHETLAND,UNST,HP 6147 1081
189,HP61SW 7,"Unst, Crussa Field, Rounds Of Tivla",Cairn (Period Unassigned)(Possible),461520,1210950,SHETLAND ISLANDS,SHETLAND,UNST,HP 6152 1095
190,HP61SW 8,"Unst, Crussa Field",Cairn(S) (Period Unassigned),461500,1210960,SHETLAND ISLANDS,SHETLAND,UNST,HP 6150 1096
191,HP61SW 9,"Unst, Crussa Field",Cairn (Period Unassigned),461000,1210000,SHETLAND ISLANDS,SHETLAND,UNST,HP 61 10
1371,HU59NE 1,"Unst, Holm Of Heogland",Cairn (Period Unassigned),457490,1199080,SHETLAND ISLANDS,SHETLAND,UNST,HU 5749 9908
1376,HU59NE 6,"Unst, Wester Heogland",Site (Period Unassigned),457200,1199770,SHETLAND ISLANDS,SHETLAND,UNST,HU 5720 9977
1379,HU59NE 9,"Unst, Holm Of Heogland",Settlement (Period Unassigned)(Possible),457530,1199130,SHETLAND ISLANDS,SHETLAND,UNST,HU 5753 9913
1418,HU69NW 7,"Uyea, The Ward","Cairn (Period Unassigned), Cinerary Urn(S)",460040,1199340,SHETLAND ISLANDS,SHETLAND,UNST,HU 6004 9934
