CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR
188802,HP50NE 22,"Unst, Bighton",Farmstead (Period Unassigned)(Possible),457280,1205400,SHETLAND ISLANDS,SHETLAND,UNST,HP 5728 0540
188803,HP50NE 23,"Unst, Westing",Building (Period Unassigned),457150,1205800,SHETLAND ISLANDS,SHETLAND,UNST,HP 5715 0580
188804,HP50NE 24,"Unst, Brough Holm",Building (Period Unassigned),456580,1205840,SHETLAND ISLANDS,SHETLAND,UNST,HP 5658 0584
188805,HP50NE 25,"Unst, Westing",Structure (Period Unassigned),456970,1205980,SHETLAND ISLANDS,SHETLAND,UNST,HP 5697 0598
188806,HP50NE 26,"Unst, Gossa Water",Structure(S) (Period Unassigned),457940,1205670,SHETLAND ISLANDS,SHETLAND,UNST,HP 5794 0567
188807,HP50NE 27,"Unst, Newgord",Structure (Period Unassigned),457500,1206240,SHETLAND ISLANDS,SHETLAND,UNST,HP 5750 0624
188808,HP50NE 28,"Unst, Loch Of Quoy","Building (Period Unassigned), Structure (Period Unassigned)",457140,1206380,SHETLAND ISLANDS,SHETLAND,UNST,HP 5714 0638
188810,HP50NE 30,"Unst, Valla Field",Enclosure(S) (Period Unassigned),458280,1206940,SHETLAND ISLANDS,SHETLAND,UNST,HP 58280 06940
188811,HP50NE 31,"Unst, Buneberg",Building(S) (Period Unassigned),457112,1206836,SHETLAND ISLANDS,SHETLAND,UNST,HP 57112 06836
188812,HP50NE 32,"Unst, Ayre Of Collaster",Building (Period Unassigned),457290,1207160,SHETLAND ISLANDS,SHETLAND,UNST,HP 57290 07160
188813,HP50NE 33,"Unst, Ayre Of Collaster","Building (Period Unassigned), Structure(S) (Period Unassigned)",457544,1207139,SHETLAND ISLANDS,SHETLAND,UNST,HP 57544 07139
188814,HP50NE 34,"Unst, Burn Of Southerhouse",Enclosure (Period Unassigned),458099,1206778,SHETLAND ISLANDS,SHETLAND,UNST,HP 58099 06778
188815,HP50NE 35,"Unst, Southerhouse","Building (Period Unassigned), Enclosure(S) (Period Unassigned), Farmstead (Period Unassigned), Structure (Period Unassigned)",457823,1207134,SHETLAND ISLANDS,SHETLAND,UNST,HP 57823 07134
188817,HP50NE 37,"Unst, Collaster",Structure(S) (Period Unassigned),457978,1207678,SHETLAND ISLANDS,SHETLAND,UNST,HP 57978 07678
188818,HP50NE 38,"Unst, Burn Of Houllnastroura",Building (Period Unassigned),458950,1208600,SHETLAND ISLANDS,SHETLAND,UNST,HP 5895 0860
188819,HP50NE 39,"Unst, Clave","Building (Period Unassigned), Farmstead (Period Unassigned), Head Dyke (Post Medieval)",457852,1208661,SHETLAND ISLANDS,SHETLAND,UNST,HP 57852 08661
188820,HP50NE 40,"Unst, Cathoull","Building (Period Unassigned), Enclosure (Period Unassigned)",459900,1207680,SHETLAND ISLANDS,SHETLAND,UNST,HP 5990 0768
188821,HP50NE 41,"Unst, Cathoull",Farmstead (Period Unassigned),459950,1209600,SHETLAND ISLANDS,SHETLAND,UNST,HP 5995 0960
188822,HP50NE 42,"Unst, West Scrafield",Building (Period Unassigned),459880,1209530,SHETLAND ISLANDS,SHETLAND,UNST,HP 5988 0953
188823,HP51SE 18,"Unst, Gardie",Farmstead (Period Unassigned),459710,1210230,SHETLAND ISLANDS,SHETLAND,UNST,HP 5971 1023
188824,HP61SW 86,"Unst, Loch Of Cliff","Farmstead (Period Unassigned), Head Dyke (Post Medieval)",460530,1210800,SHETLAND ISLANDS,SHETLAND,UNST,HP 6053 1080
188825,HP61SW 87,"Unst, Balista",Building (Period Unassigned),460380,1210160,SHETLAND ISLANDS,SHETLAND,UNST,HP 6038 1016
188826,HP61SW 88,"Unst, Balista",Structure (Period Unassigned),460490,1210210,SHETLAND ISLANDS,SHETLAND,UNST,HP 6049 1021
188827,HP61SW 89,"Unst, Balista",Building (Period Unassigned),460300,1210110,SHETLAND ISLANDS,SHETLAND,UNST,HP 6030 1011
188828,HP61SW 70,"Unst, Muckle Heog",Enclosure (Period Unassigned),463330,1210650,SHETLAND ISLANDS,SHETLAND,UNST,HP 6333 1065
188829,HP61SW 69,"Unst, Hagdale",Farmstead (Period Unassigned)(Possible),464040,1210440,SHETLAND ISLANDS,SHETLAND,UNST,HP 6404 1044
188830,HP60NW 31,"Unst, Baliasta","Farmstead (Period Unassigned), Field System (Period Unassigned)",460620,1209990,SHETLAND ISLANDS,SHETLAND,UNST,HP 6062 0999
188831,HP60NW 35,"Unst, Braeside",Building(S) (Period Unassigned),461160,1208940,SHETLAND ISLANDS,SHETLAND,UNST,HP 6116 0894
188832,HP60NW 32,"Unst, Lingarth",Farmstead (Period Unassigned),460810,1209770,SHETLAND ISLANDS,SHETLAND,UNST,HP 6081 0977
188833,HP60NW 33,"Unst, Skea",Farmstead (Period Unassigned),460940,1209690,SHETLAND ISLANDS,SHETLAND,UNST,HP 6094 0969
188834,HP60NW 34,"Unst, Gerragarth",Building (Period Unassigned),460840,1209610,SHETLAND ISLANDS,SHETLAND,UNST,HP 6084 0961
188835,HP60NW 36,"Unst, Mailand","Farmstead (Period Unassigned), Head Dyke (Post Medieval)",460780,1208570,SHETLAND ISLANDS,SHETLAND,UNST,HP 6078 0857
188836,HP60NW 37,"Unst, Mailand",Building (Period Unassigned),460920,1208400,SHETLAND ISLANDS,SHETLAND,UNST,HP 6092 0840
188837,HP60NW 38,"Unst, Rue","Farmstead (Period Unassigned), Sheepfold (Period Unassigned)",460630,1208710,SHETLAND ISLANDS,SHETLAND,UNST,HP 6063 0871
188838,HP60NW 39,"Unst, Fauld",Farmstead (Period Unassigned),460460,1208800,SHETLAND ISLANDS,SHETLAND,UNST,HP 6046 0880
188839,HP60NW 40,"Unst, Alma",Farmstead (Period Unassigned),460160,1208760,SHETLAND ISLANDS,SHETLAND,UNST,HP 6016 0876
188840,HP60NW 41,"Unst, Alma",Building (Period Unassigned),460220,1208870,SHETLAND ISLANDS,SHETLAND,UNST,HP 6022 0887
188841,HP60NW 42,"Unst, Erns Dale",Structure (Period Unassigned),461670,1209170,SHETLAND ISLANDS,SHETLAND,UNST,HP 6167 0917
188842,HP60NW 43,"Unst, Ernsdale",Farmstead (Period Unassigned),462270,1209030,SHETLAND ISLANDS,SHETLAND,UNST,HP 6227 0903
188843,HP60NW 44,"Unst, Greenside",Farmstead (Period Unassigned),461660,1208410,SHETLAND ISLANDS,SHETLAND,UNST,HP 6166 0841
188844,HP60NW 45,"Unst, Voesgarth",Farmstead (Period Unassigned),461830,1208380,SHETLAND ISLANDS,SHETLAND,UNST,HP 6183 0838
188845,HP60NW 46,"Unst, Lap Pund",Enclosure (Period Unassigned),461810,1207180,SHETLAND ISLANDS,SHETLAND,UNST,HP 6181 0718
188846,HP60NW 47,"Unst, Lap Pund",Enclosure (Period Unassigned),462000,1207100,SHETLAND ISLANDS,SHETLAND,UNST,HP 6200 0710
188848,HP60NW 49,"Unst, Pund Of Scarpo",Enclosure(S) (Period Unassigned),463430,1206900,SHETLAND ISLANDS,SHETLAND,UNST,HP 6343 0690
188849,HP60NW 50,"Unst, Clugan",Township (Period Unassigned),464400,1206400,SHETLAND ISLANDS,SHETLAND,UNST,HP 644 064
188850,HP60NW 51,"Unst, Ward Of Clugan","Field Boundary (Period Unassigned), Structure (Period Unassigned)",464370,1207220,SHETLAND ISLANDS,SHETLAND,UNST,HP 6437 0722
188851,HP60NW 52,"Unst, Ward Of Clugan",Structure (Period Unassigned),463990,1207340,SHETLAND ISLANDS,SHETLAND,UNST,HP 6399 0734
188852,HP60NW 53,"Unst, Scarpo",Farmstead (Period Unassigned),463880,1207560,SHETLAND ISLANDS,SHETLAND,UNST,HP 6388 0756
188853,HP60NW 54,"Unst, Burn Of Ordale",Mill (Period Unassigned)(Possible),463580,1207420,SHETLAND ISLANDS,SHETLAND,UNST,HP 6358 0742
188854,HP60NW 55,"Unst, Skeo Taing",Building (Period Unassigned),464220,1208370,SHETLAND ISLANDS,SHETLAND,UNST,HP 6422 0837
188855,HP60NW 56,"Unst, Skeo Taing",Building(S) (Period Unassigned),464050,1208420,SHETLAND ISLANDS,SHETLAND,UNST,HP 6405 0842
188857,HP60NW 58,"Unst, Ordale","Building (Period Unassigned), Enclosure (Period Unassigned)",462990,1207770,SHETLAND ISLANDS,SHETLAND,UNST,HP 6299 0777
188858,HP60NW 59,"Unst, Gerdie",Farmstead (Period Unassigned),462770,1207930,SHETLAND ISLANDS,SHETLAND,UNST,HP 6277 0793
188859,HP60NW 60,"Unst, Gerdie",Building (Period Unassigned),462910,1208320,SHETLAND ISLANDS,SHETLAND,UNST,HP 6291 0832
188860,HP60NW 61,"Unst, Dam Of Gerdie",Structure (Period Unassigned),462140,1208100,SHETLAND ISLANDS,SHETLAND,UNST,HP 6214 0810
188861,HP60NW 62,"Unst, Booth Of Voesgarth",Building (Period Unassigned),462190,1208350,SHETLAND ISLANDS,SHETLAND,UNST,HP 6219 0835
188862,HP60NW 63,"Unst, Westpark",Building (Period Unassigned),463950,1209180,SHETLAND ISLANDS,SHETLAND,UNST,HP 6395 0918
188863,HP60NW 64,"Unst, Burn Of Welbigarth","Field Boundary (Period Unassigned), Planticrub(S) (Period Unassigned)",462850,1205180,SHETLAND ISLANDS,SHETLAND,UNST,HP 6285 0518
188864,HP60NW 65,"Unst, Burn Of Welbigarth",Planticrub(S) (Period Unassigned),462630,1205280,SHETLAND ISLANDS,SHETLAND,UNST,HP 6263 0528
188865,HP60NW 66,"Unst, Mailand",Farmstead (Period Unassigned),460210,1207760,SHETLAND ISLANDS,SHETLAND,UNST,HP 6021 0776
188866,HP60SW 36,"Unst, Burn Of Vatsdeild",Structure(S) (Period Unassigned),461660,1204900,SHETLAND ISLANDS,SHETLAND,UNST,HP 6166 0490
188868,HP60SW 38,"Unst, Colvadale","Building (Period Unassigned), Enclosure (Period Unassigned)",462190,1204970,SHETLAND ISLANDS,SHETLAND,UNST,HP 6219 0497
188869,HP50NE 43,"Unst, Burn Of Mailand",Building (Period Unassigned),459960,1207780,SHETLAND ISLANDS,SHETLAND,UNST,HP 5996 0778
188870,HP50NE 44,"Unst, White Hagmark",Building (Period Unassigned),459420,1207170,SHETLAND ISLANDS,SHETLAND,UNST,HP 5942 0717
188871,HP50NE 45,"Unst, Black Loch",Building (Period Unassigned),459660,1206390,SHETLAND ISLANDS,SHETLAND,UNST,HP 5966 0639
188872,HP50NE 46,"Unst, Knowe Of Setter",Structure(S) (Period Unassigned),459500,1206470,SHETLAND ISLANDS,SHETLAND,UNST,HP 5950 0647
188873,HP50NE 47,"Unst, Knowe Of Setter",Farmstead (Period Unassigned),459350,1206290,SHETLAND ISLANDS,SHETLAND,UNST,HP 5935 0629
188874,HP50NE 48,"Unst, Burn Of Caldback","Enclosure(S) (Period Unassigned), Field Boundary(S) (Period Unassigned)",459400,1206600,SHETLAND ISLANDS,SHETLAND,UNST,HP 594 066
188875,HP50NE 49,"Unst, Knowe Of Setter",Building (Period Unassigned),459230,1206310,SHETLAND ISLANDS,SHETLAND,UNST,HP 5923 0631
188876,HP50NE 50,"Unst, Watlee","Cottage (Period Unassigned), Farmstead (Period Unassigned)",459860,1205670,SHETLAND ISLANDS,SHETLAND,UNST,HP 5986 0567
188877,HP50NE 51,"Unst, Burn Of Caldback",Building (Period Unassigned),459980,1206890,SHETLAND ISLANDS,SHETLAND,UNST,HP 5998 0689
188878,HP60NW 67,"Unst, The Haa",Farmstead (Period Unassigned),460140,1206970,SHETLAND ISLANDS,SHETLAND,UNST,HP 6014 0697
188879,HP60NW 68,"Unst, Houllside",Farmstead (Period Unassigned),460220,1206810,SHETLAND ISLANDS,SHETLAND,UNST,HP 6022 0681
189139,HU59NE 13,"Unst, Wester Heogland",Structure (Period Unassigned),457480,1199710,SHETLAND ISLANDS,SHETLAND,UNST,HU 5748 9971
194738,HP61SW 98,"Unst, Stove",Sheep Shelter (Period Unassigned),462170,1212190,SHETLAND ISLANDS,SHETLAND,UNST,HP 6217 1219
194747,HP61SW 101,"Unst, Quoys",Horizontal Mill (Period Unassigned),461220,1212520,SHETLAND ISLANDS,SHETLAND,UNST,HP 6122 1252
203253,HP60NW 76,"Unst, Baltasound, Buness, Memorial Stone",Commemorative Monument (Period Unassigned),462840,1208950,SHETLAND ISLANDS,SHETLAND,UNST,HP 6284 0895
203258,HP60NW 77,"Unst, Wullvers Hool",War Memorial (20th Century),462330,1209710,SHETLAND ISLANDS,SHETLAND,UNST,HP 6233 0971
215987,HP50NE 57,"Unst, Westing, North Booth","Cultivation Remains (Period Unassigned), Unidentified Pottery (Pottery)",456950,1205890,SHETLAND ISLANDS,SHETLAND,UNST,HP 5695 0589
215988,HP60NW 78,"Unst, Gamligrind",Building (Period Unassigned)(Possible),460490,1207150,SHETLAND ISLANDS,SHETLAND,UNST,HP 6049 0715
215993,HP61NE 20,"Unst, Inner Skaw",Midden (Period Unassigned),466350,1215740,SHETLAND ISLANDS,SHETLAND,UNST,HP 6635 1574
216006,HP60NE 10,Balta,Stone Setting(S) (Neol/bronze Age),465650,1207400,SHETLAND ISLANDS,SHETLAND,UNST,HP 6565 0740
216012,HP60NE 11,Balta,"Chambered Cairn(S) (Neolithic)(Possible), Dyke (Period Unassigned)(Possible), Stone Setting(S) (Neol/bronze Age)",465940,1207240,SHETLAND ISLANDS,SHETLAND,UNST,HP 6594 0724
216939,HP61SW 105,"Unst, Haroldswick, Post Office",Post Office (19-20th Century),463620,1212216,SHETLAND ISLANDS,SHETLAND,UNST,HP 63620 12216
216964,HP60NW 79,"Unst, Mailland",Farmstead (Period Unassigned),460724,1208316,SHETLAND ISLANDS,SHETLAND,UNST,HP 60724 08316
216969,HP60NW 80,"Unst, Gerdie",Farmstead (Period Unassigned),462793,1208132,SHETLAND ISLANDS,SHETLAND,UNST,HP 62793 08132
216976,HP60NW 81,"Unst, Baltasound, Springfield Hotel",Hotel (Period Unassigned),463377,1209436,SHETLAND ISLANDS,SHETLAND,UNST,HP 63377 09436
217017,HP60NE 12,"Unst, Balta Island Farm",Farmstead (Period Unassigned),465980,1208260,SHETLAND ISLANDS,SHETLAND,UNST,HP 6598 0826
217021,HP61SW 106,"Unst, Burrafirth Farm",Farmstead (Period Unassigned),461508,1213841,SHETLAND ISLANDS,SHETLAND,UNST,HP 61508 13841
217024,HP61SW 107,"Unst, Cliff Farm",Farmstead (Period Unassigned),460360,1211543,SHETLAND ISLANDS,SHETLAND,UNST,HP 60360 11543
217030,HP50SE 391,"Unst, Belmont Farmsteading","Farmhouse (Period Unassigned), Farmstead (Period Unassigned)",456506,1201022,SHETLAND ISLANDS,SHETLAND,UNST,HP 56506 01022
217032,HP60NW 82,"Unst, Littlehamar, Threshing Machine",Threshing Machine (Post Medieval),464166,1209533,SHETLAND ISLANDS,SHETLAND,UNST,HP 64166 09533
217043,HP61SW 108,"Unst, Haroldswick, Wind Pump",Wind Pump (Period Unassigned),460000,1210000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6 1
239740,HP60NW 8031,Deerhound: North Sea,Steam Trawler (20th Century),463000,1208000,SHETLAND ISLANDS,SHETLAND,UNST,HP 63 08
243317,HP60NE 13,"Huney, The Givv",Chambered Cairn (Neolithic)(Possible),465000,1206600,SHETLAND ISLANDS,SHETLAND,UNST,HP 650 066
243324,HP60NE 14,"Balta, North Booth",Cairn (Period Unassigned),465800,1208700,SHETLAND ISLANDS,SHETLAND,UNST,HP 658 087
243370,HP60NE 15,"Balta, North Booth",House (Period Unassigned)(Possible),465700,1208700,SHETLAND ISLANDS,SHETLAND,UNST,HP 657 087
253125,HP61SW 311,"Unst, Hagdale, Chromate Quarry, Horse Mill",Horse Engine House (19-20th Century),464051,1210272,SHETLAND ISLANDS,SHETLAND,UNST,HP 64051 10272
253129,HP61SW 391,"Unst, Burrafirth, Lighthouse Shore Station, Cottage",Cottage (Period Unassigned),461361,1214862,SHETLAND ISLANDS,SHETLAND,UNST,HP 61361 14862
253130,HP61SW 392,"Unst, Burrafirth, Lighthouse Shore Station, South Cottage And Walled Garden","Cottage (Period Unassigned), Walled Garden (Period Unassigned)",461304,1214831,SHETLAND ISLANDS,SHETLAND,UNST,HP 61304 14831
253136,HP61SW 393,"Unst, Burrafirth, Lighthouse Shore Station, Slipway",Slipway (Period Unassigned),461352,1214929,SHETLAND ISLANDS,SHETLAND,UNST,HP 61352 14929
253981,HP50NE 59,"Unst, Westing, Burn Of Bighton",Farmstead (Period Unassigned),457277,1205655,SHETLAND ISLANDS,SHETLAND,UNST,HP 57277 05655
256801,HP61NE 21,"Unst, Wellston Crofts",Farmstead (Period Unassigned),465429,1216463,SHETLAND ISLANDS,SHETLAND,UNST,HP 65429 16463
257693,HP60SW 63,"Unst, Castle Cottage",Cottage (Period Unassigned),462920,1201193,SHETLAND ISLANDS,SHETLAND,UNST,HP 62920 01193
257694,HP60SW 64,"Unst, Castleton Croft","Cottage (Period Unassigned), Farmstead (Period Unassigned)",462954,1201229,SHETLAND ISLANDS,SHETLAND,UNST,HP 62954 01229
257695,HP60SW 65,Middleton,"Cottage (Period Unassigned), Farmstead (Period Unassigned)",462909,1201223,SHETLAND ISLANDS,SHETLAND,UNST,HP 62909 01223
259130,HP61NE 22,"Unst, The Haa, The Boathouse",Boathouse (Period Unassigned),465849,1216408,SHETLAND ISLANDS,SHETLAND,UNST,HP 65849 16408
266855,HP60NW 271,"Unst, Baliasta, Hillside Free Church, Manse",Manse (19th Century),460493,1209217,SHETLAND ISLANDS,SHETLAND,UNST,HP 60493 09217
266857,HP60NW 272,"Unst, Baliasta, Hillside Free Church Manse, West Outbuilding",Outbuilding (Period Unassigned),460461,1209227,SHETLAND ISLANDS,SHETLAND,UNST,HP 60461 09227
266858,HP60NW 273,"Unst, Baliasta, Hillside Free Church Manse, East Outbuilding",Outbuilding (Period Unassigned),460477,1209232,SHETLAND ISLANDS,SHETLAND,UNST,HP 60477 09232
266870,HP61SE 81,"Unst, Norwick, Banks, Cottage",Cottage (Period Unassigned),465147,1214762,SHETLAND ISLANDS,SHETLAND,UNST,HP 65147 14762
266871,HP61SE 82,"Unst, Norwick, Banks, Outbuilding","Farmstead (Period Unassigned), Outbuilding (Period Unassigned)",465165,1214777,SHETLAND ISLANDS,SHETLAND,UNST,HP 65165 14777
268826,HP61SW 112,Unst General,General View,460000,1210000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6 1
268979,HP60NW 94,"Unst, Halligarth House",House (19th Century),462553,1209272,SHETLAND ISLANDS,SHETLAND,UNST,HP 62553 09272
270966,HP61NE 23,"Unst, Brecken",Croft (Period Unassigned),465437,1216356,SHETLAND ISLANDS,SHETLAND,UNST,HP 65437 16356
270972,HP61NE 24,"Unst, Holm Of Skaw",Beacon (20th Century),466860,1217150,SHETLAND ISLANDS,SHETLAND,UNST,HP 6686 1715
270973,HP61NW 61,"Unst, Saxa Vord","Building(S) (20th Century), Radio Mast(S) (20th Century)",463450,1215430,SHETLAND ISLANDS,SHETLAND,UNST,HP 6345 1543
270974,HP61NW 62,"Unst, Saxa Vord",Building (20th Century),464800,1215440,SHETLAND ISLANDS,SHETLAND,UNST,HP 6480 1544
270975,HP61NW 63,"Unst, Saxa Vord","Building(S) (20th Century), Radio Mast(S) (20th Century)",464680,1215420,SHETLAND ISLANDS,SHETLAND,UNST,HP 6468 1542
270983,HP51SE 19,"Unst, Petester",Croft (Period Unassigned),459740,1212370,SHETLAND ISLANDS,SHETLAND,UNST,HP 5974 1237
270984,HP51SE 20,"Unst, Petester",Croft (Period Unassigned),459600,1212430,SHETLAND ISLANDS,SHETLAND,UNST,HP 5960 1243
270985,HP51SE 21,"Unst, Petester",Enclosure (Period Unassigned),459870,1212250,SHETLAND ISLANDS,SHETLAND,UNST,HP 5987 1225
270986,HP51SE 22,"Unst, Petester",Enclosure (Period Unassigned),459850,1212190,SHETLAND ISLANDS,SHETLAND,UNST,HP 5985 1219
270987,HP51SE 23,"Unst, Petester","Croft(S) (Period Unassigned), Field System (Period Unassigned)",459610,1212290,SHETLAND ISLANDS,SHETLAND,UNST,HP 5961 1229
270988,HP50SE 102,"Unst, Baila",Field System(S) (Period Unassigned),457330,1204750,SHETLAND ISLANDS,SHETLAND,UNST,HP 5733 0475
270991,HP50SE 104,"Unst, Snabrough",Burnt Mound (Prehistoric),456840,1202730,SHETLAND ISLANDS,SHETLAND,UNST,HP 5684 0273
271012,HP50SE 105,"Unst, Loch Of Snabrough",Building(S) (Period Unassigned),456820,1202770,SHETLAND ISLANDS,SHETLAND,UNST,HP 5682 0277
271057,HP50SE 106,"Unst, Loch Of Belmont","Enclosure (Period Unassigned)(Possible), Quarry(S) (Period Unassigned)",455970,1201240,SHETLAND ISLANDS,SHETLAND,UNST,HP 5597 0124
279669,HP50SE 108,"Unst, Burragarth",Farmstead (Period Unassigned),457608,1203825,SHETLAND ISLANDS,SHETLAND,UNST,HP 57608 03825
279672,HP50SE 109,"Unst, Lerquoy","Farmstead (Period Unassigned), Stack Stand (Post Medieval)",459877,1201770,SHETLAND ISLANDS,SHETLAND,UNST,HP 59877 01770
279707,HP61SW 113,"Unst, Gardie",Farmstead (Period Unassigned),462987,1212128,SHETLAND ISLANDS,SHETLAND,UNST,HP 62987 12128
282303,HP50SE 110,"Ayre Of Uyeasound, Unst, Da Dick",Fish Trap (Period Unassigned),459400,1201220,SHETLAND ISLANDS,SHETLAND,UNST,HP 5940 0122
282548,HP61NW 64,"Unst, Saxa Vord, Royal Air Force (Raf) Saxa Vord",Radar Station (20th Century),462980,1216590,SHETLAND ISLANDS,SHETLAND,UNST,HP 62980 16590
283424,HU69NW 11,"Uyea, Tur Ness",Farmstead (Norse),461250,1199120,SHETLAND ISLANDS,SHETLAND,UNST,HU 6125 9912
300613,HP60SW 72,"Unst, Sandwick Links",Building (Neolithic),461658,1202169,SHETLAND ISLANDS,SHETLAND,UNST,HP 61658 02169
300661,HP60SW 73,Sandwick,"Findspot, Spindle Whorl(S) (Steatite)(Early Medieval)",461000,1202000,SHETLAND ISLANDS,SHETLAND,UNST,HP 61 02
302820,HP50SE 122,"Unst, Ness Of Wadbister",Broch (Iron Age)(Possible),456200,1201800,SHETLAND ISLANDS,SHETLAND,UNST,HP 5620 0180
309622,HU59NE 23,"Unst, Point Of Burkwell","Field System (Neol/bronze Age), Settlement (Neol/bronze Age)(Possible)",458018,1199587,SHETLAND ISLANDS,SHETLAND,UNST,HU 58018 99587
310654,HP60SW 74,"Unst, Brecknagarth",Building (Period Unassigned),461284,1201582,SHETLAND ISLANDS,SHETLAND,UNST,HP 61284 01582
310665,HP60SW 75,"Unst, Brecknagarth",Farmstead (Period Unassigned),461312,1201691,SHETLAND ISLANDS,SHETLAND,UNST,HP 61312 01691
310677,HP60SW 76,"Unst, Fauld","Farmstead (Period Unassigned), Midden (Period Unassigned), Sheep Shelter (Period Unassigned)",461475,1201734,SHETLAND ISLANDS,SHETLAND,UNST,HP 61475 01734
310678,HP60SW 77,"Unst, Little Still",Building (Period Unassigned),461584,1201874,SHETLAND ISLANDS,SHETLAND,UNST,HP 61584 01874
310679,HP60SW 78,"Unst, Little Still",Quarry (Period Unassigned),461634,1201694,SHETLAND ISLANDS,SHETLAND,UNST,HP 61634 01694
310680,HP60SW 79,"Unst, Little Still","Cottage (Period Unassigned), Midden (Period Unassigned), Mound (Period Unassigned), Pen (Period Unassigned)",461700,1201650,SHETLAND ISLANDS,SHETLAND,UNST,HP 61700 01650
310681,HP60SW 80,"Unst, Little Still",Cottage (Period Unassigned),461683,1201769,SHETLAND ISLANDS,SHETLAND,UNST,HP 61683 01769
310682,HP60SW 81,"Unst, Little Still",Building (Period Unassigned),461695,1201772,SHETLAND ISLANDS,SHETLAND,UNST,HP 61695 01772
310683,HP60SW 82,"Unst, Still",Farmstead (Period Unassigned),461746,1201794,SHETLAND ISLANDS,SHETLAND,UNST,HP 61746 01794
310684,HP60SW 83,"Unst, Still",Planticrub (Period Unassigned),461674,1201946,SHETLAND ISLANDS,SHETLAND,UNST,HP 61674 01946
311892,HP60SW 84,"Unst, Brecknagarth","Clearance Cairn(S) (Prehistoric), Enclosure (Prehistoric)",461292,1201615,SHETLAND ISLANDS,SHETLAND,UNST,HP 61292 01615
311938,HP60SW 85,"Unst, Housigarth",Farmstead (Period Unassigned),461382,1202094,SHETLAND ISLANDS,SHETLAND,UNST,HP 61382 02094
311939,HP60SW 86,"Unst, Housigarth",Planticrub (Period Unassigned),461476,1202067,SHETLAND ISLANDS,SHETLAND,UNST,HP 61476 02067
311940,HP60SW 87,"Unst, Housigarth",Planticrub (Period Unassigned),461522,1202082,SHETLAND ISLANDS,SHETLAND,UNST,HP 61522 02082
311941,HP60SW 88,"Unst, Housigarth",Kale Yard (19-20th Century),461548,1202045,SHETLAND ISLANDS,SHETLAND,UNST,HP 61548 02045
311943,HP60SW 89,"Unst, Housigarth","Building (Period Unassigned)(Possible), Enclosure (Period Unassigned)(Possible)",461669,1202073,SHETLAND ISLANDS,SHETLAND,UNST,HP 61669 02073
311952,HP60SW 90,"Unst, Greenbreck","Farmstead (Period Unassigned), Kale Yard (19-20th Century)(Possible), Midden (Period Unassigned), Pen (Period Unassigned)",460878,1201671,SHETLAND ISLANDS,SHETLAND,UNST,HP 60878 01671
311953,HP60SW 91,"Unst, Breck Of Still",Planticrub (Period Unassigned)(Possible),461511,1201383,SHETLAND ISLANDS,SHETLAND,UNST,HP 61511 01383
311954,HP60SW 92,"Unst, Breck Of Still",Mound (Period Unassigned),461443,1201422,SHETLAND ISLANDS,SHETLAND,UNST,HP 61443 01422
311955,HP60SW 93,"Unst, Greenbreck",Peat Stand (Period Unassigned),461155,1201382,SHETLAND ISLANDS,SHETLAND,UNST,HP 61155 01382
311956,HP60SW 94,"Unst, Ruska",Sheep Shelter (Period Unassigned),461290,1201207,SHETLAND ISLANDS,SHETLAND,UNST,HP 61290 01207
311957,HP60SW 95,"Unst, Ruska",Peat Stand (Period Unassigned)(Possible),461552,1201250,SHETLAND ISLANDS,SHETLAND,UNST,HP 61552 01250
311990,HP60SW 96,"Unst, Greenbreck",Radio Station (20th Century),460972,1201918,SHETLAND ISLANDS,SHETLAND,UNST,HP 60972 01918
312125,HP60SW 97,"Unst, Greenbreck",Midden (Period Unassigned),460993,1201558,SHETLAND ISLANDS,SHETLAND,UNST,HP 60993 01558
312129,HP60SW 98,"Unst, Knowe Of Vestral",Planticrub (Period Unassigned)(Possible),460978,1202167,SHETLAND ISLANDS,SHETLAND,UNST,HP 60978 02167
312133,HP60SW 99,"Unst, Knowe Of Vestral",Planticrub (Period Unassigned),461018,1202220,SHETLAND ISLANDS,SHETLAND,UNST,HP 61018 02220
312135,HP60SW 100,"Unst, Lochside",Farmstead (Period Unassigned),461039,1202334,SHETLAND ISLANDS,SHETLAND,UNST,HP 61039 02334
312136,HP60SW 101,"Unst, Lochside",Mound (Period Unassigned),461040,1202372,SHETLAND ISLANDS,SHETLAND,UNST,HP 61040 02372
312138,HP60SW 102,"Unst, Loch Of Vatnagarth",Planticrub (Period Unassigned),461073,1202569,SHETLAND ISLANDS,SHETLAND,UNST,HP 61073 02569
312139,HP60SW 103,"Unst, Loch Of Vatnagarth",Enclosure (Period Unassigned),460901,1202671,SHETLAND ISLANDS,SHETLAND,UNST,HP 60901 02671
312145,HP60SW 104,"Unst, Knowes Of Hostnigarth",Kale Yard (19-20th Century)(Possible),461244,1202004,SHETLAND ISLANDS,SHETLAND,UNST,HP 61244 02004
312154,HP60SW 105,"Unst, Gardiebotten","Farmstead (Period Unassigned), Sheep Shelter (Period Unassigned)",461233,1202108,SHETLAND ISLANDS,SHETLAND,UNST,HP 61233 02108
